,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,class,wine_type
0,0.2975206611570248,0.4133333333333333,0.0,0.019938650306748466,0.11129568106312292,0.03472222222222222,0.06451612903225806,0.20609215346057397,0.6124031007751936,0.1910112359550562,0.2028985507246377,5,1
1,0.3305785123966941,0.5333333333333333,0.0,0.03067484662576687,0.1478405315614618,0.08333333333333333,0.14055299539170507,0.18681318681318615,0.3720930232558137,0.25842696629213485,0.26086956521739135,5,1
2,0.3305785123966941,0.45333333333333325,0.024096385542168676,0.02607361963190184,0.1378737541528239,0.048611111111111105,0.11059907834101383,0.19066898014266442,0.4186046511627901,0.2415730337078652,0.26086956521739135,5,1
3,0.6115702479338841,0.13333333333333336,0.33734939759036153,0.019938650306748466,0.10963455149501661,0.05555555555555555,0.12442396313364057,0.20994794679005224,0.3410852713178292,0.20224719101123595,0.26086956521739135,6,1
4,0.2975206611570248,0.4133333333333333,0.0,0.019938650306748466,0.11129568106312292,0.03472222222222222,0.06451612903225806,0.20609215346057397,0.6124031007751936,0.1910112359550562,0.2028985507246377,5,1
5,0.2975206611570248,0.38666666666666666,0.0,0.018404907975460124,0.10963455149501661,0.041666666666666664,0.0783410138248848,0.20609215346057397,0.6124031007751936,0.1910112359550562,0.2028985507246377,5,1
6,0.33884297520661155,0.3466666666666666,0.03614457831325301,0.015337423312883437,0.09966777408637875,0.048611111111111105,0.12211981566820276,0.1791016001542296,0.44961240310077466,0.1348314606741573,0.2028985507246377,5,1
7,0.28925619834710736,0.38,0.0,0.00920245398773006,0.09302325581395349,0.048611111111111105,0.03456221198156682,0.1443994601889358,0.5193798449612403,0.14044943820224715,0.28985507246376807,7,1
8,0.3305785123966941,0.33333333333333326,0.012048192771084338,0.02147239263803681,0.10631229235880398,0.027777777777777776,0.027649769585253458,0.18681318681318615,0.4961240310077515,0.19662921348314605,0.21739130434782616,7,1
9,0.30578512396694213,0.27999999999999997,0.21686746987951808,0.08435582822085888,0.10299003322259136,0.05555555555555555,0.22119815668202766,0.20609215346057397,0.4883720930232558,0.3258426966292135,0.3623188405797102,5,1
10,0.23966942148760328,0.33333333333333326,0.04819277108433735,0.018404907975460124,0.14617940199335544,0.048611111111111105,0.1359447004608295,0.16946211683053747,0.4341085271317824,0.1797752808988764,0.17391304347826075,5,1
11,0.30578512396694213,0.27999999999999997,0.21686746987951808,0.08435582822085888,0.10299003322259136,0.05555555555555555,0.22119815668202766,0.20609215346057397,0.4883720930232558,0.3258426966292135,0.3623188405797102,5,1
12,0.14876033057851235,0.35666666666666663,0.0,0.015337423312883437,0.132890365448505,0.05208333333333333,0.12211981566820276,0.13861577019471838,0.6666666666666665,0.16853932584269665,0.2753623188405798,5,1
13,0.3305785123966941,0.3533333333333333,0.1746987951807229,0.015337423312883437,0.1744186046511628,0.027777777777777776,0.05299539170506913,0.19838056680161742,0.4186046511627901,0.7528089887640451,0.1594202898550725,5,1
14,0.42148760330578505,0.36,0.10843373493975904,0.04907975460122699,0.2774086378737542,0.17708333333333334,0.32027649769585254,0.22151532677848706,0.3410852713178292,0.3707865168539326,0.17391304347826075,5,1
15,0.42148760330578505,0.36,0.11445783132530121,0.05061349693251534,0.2674418604651163,0.1736111111111111,0.3271889400921659,0.22151532677848706,0.3488372093023253,0.39887640449438205,0.17391304347826075,5,1
16,0.38842975206611563,0.13333333333333336,0.33734939759036153,0.018404907975460124,0.1378737541528239,0.11805555555555555,0.22350230414746544,0.1887410834779253,0.44961240310077466,0.29775280898876405,0.3623188405797102,7,1
17,0.3553719008264462,0.32,0.16867469879518077,0.01687116564417178,0.5963455149501661,0.05208333333333333,0.1152073732718894,0.18681318681318615,0.3023255813953485,0.5955056179775282,0.18840579710144945,5,1
18,0.2975206611570248,0.33999999999999997,0.04819277108433735,0.05828220858895705,0.12790697674418602,0.017361111111111112,0.05299539170506913,0.19838056680161742,0.5116279069767438,0.15730337078651685,0.14492753623188404,4,1
19,0.33884297520661155,0.15999999999999998,0.30722891566265065,0.018404907975460124,0.5514950166112956,0.05555555555555555,0.1152073732718894,0.1887410834779253,0.24806201550387552,0.48314606741573035,0.17391304347826075,6,1
20,0.42148760330578505,0.09333333333333334,0.2891566265060241,0.018404907975460124,0.11295681063122924,0.09722222222222221,0.12442396313364057,0.18681318681318615,0.5193798449612403,0.17415730337078655,0.2028985507246377,6,1
21,0.31404958677685946,0.20666666666666667,0.18674698795180725,0.02607361963190184,0.12126245847176077,0.07638888888888888,0.14976958525345624,0.21380374011953052,0.6201550387596897,0.2415730337078652,0.24637681159420288,5,1
22,0.33884297520661155,0.23333333333333328,0.12650602409638556,0.015337423312883437,0.16112956810631227,0.03125,0.07142857142857144,0.18295739348371143,0.3488372093023253,0.38764044943820225,0.21739130434782616,5,1
23,0.38842975206611563,0.2733333333333333,0.06626506024096386,0.02607361963190184,0.12458471760797342,0.027777777777777776,0.14055299539170507,0.18681318681318615,0.3488372093023253,0.17415730337078655,0.2028985507246377,5,1
24,0.25619834710743805,0.21333333333333332,0.08433734939759038,0.02760736196319018,0.12624584717607973,0.06944444444444443,0.0783410138248848,0.18681318681318615,0.5503875968992249,0.2303370786516854,0.24637681159420288,6,1
25,0.20661157024793386,0.20666666666666667,0.0963855421686747,0.012269938650306747,0.11794019933554818,0.03472222222222222,0.03917050691244239,0.16175053017158447,0.4806201550387592,0.1910112359550562,0.18840579710144945,5,1
26,0.31404958677685946,0.21999999999999997,0.14457831325301204,0.018404907975460124,0.11794019933554818,0.010416666666666666,0.011520737327188942,0.17524580682475488,0.4341085271317824,0.20786516853932585,0.21739130434782616,5,1
27,0.33884297520661155,0.23333333333333328,0.12650602409638556,0.015337423312883437,0.16112956810631227,0.03125,0.07142857142857144,0.18295739348371143,0.3488372093023253,0.38764044943820225,0.21739130434782616,5,1
28,0.2727272727272727,0.41999999999999993,0.0,0.019938650306748466,0.11794019933554818,0.04513888888888888,0.06682027649769585,0.1945247734721427,0.5813953488372094,0.1853932584269663,0.2028985507246377,5,1
29,0.3305785123966941,0.37666666666666665,0.0,0.02147239263803681,0.12126245847176077,0.024305555555555552,0.02304147465437788,0.1791016001542296,0.5116279069767438,0.20786516853932585,0.26086956521739135,6,1
30,0.23966942148760328,0.39666666666666667,0.04216867469879519,0.02760736196319018,0.132890365448505,0.05555555555555555,0.17511520737327188,0.16753422016579833,0.4883720930232558,0.1797752808988764,0.30434782608695654,5,1
31,0.25619834710743805,0.4033333333333333,0.0,0.02914110429447853,0.15946843853820597,0.07291666666666666,0.07142857142857144,0.18295739348371143,0.5736434108527129,0.19662921348314605,0.37681159420289845,6,1
32,0.371900826446281,0.3833333333333333,0.07228915662650602,0.02607361963190184,0.12292358803986712,0.048611111111111105,0.2465437788018433,0.18295739348371143,0.3488372093023253,0.24719101123595505,0.26086956521739135,5,1
33,0.25619834710743805,0.35,0.07228915662650602,0.1549079754601227,0.10631229235880398,0.13541666666666669,0.1774193548387097,0.23501060343165747,0.5658914728682172,0.16853932584269665,0.2028985507246377,6,1
34,0.11570247933884298,0.15999999999999998,0.15060240963855423,0.018404907975460124,0.15614617940199335,0.041666666666666664,0.10138248847926268,0.16560632350106275,0.5116279069767438,0.1853932584269663,0.17391304347826075,5,1
35,0.3305785123966941,0.37666666666666665,0.0,0.07515337423312883,0.12790697674418602,0.01388888888888889,0.027649769585253458,0.22151532677848706,0.527131782945736,0.1853932584269663,0.2318840579710144,6,1
36,0.3305785123966941,0.3466666666666666,0.08433734939759038,0.02760736196319018,0.12790697674418602,0.006944444444444444,0.020737327188940096,0.2003084634663601,0.5426356589147283,0.2134831460674157,0.4057971014492754,6,1
37,0.3553719008264462,0.19999999999999996,0.16867469879518077,0.023006134969325156,0.09468438538205981,0.041666666666666664,0.05529953917050692,0.18681318681318615,0.39534883720930214,0.28651685393258425,0.24637681159420288,7,1
38,0.15702479338842973,0.6999999999999998,0.05421686746987952,0.013803680981595092,0.2707641196013289,0.02083333333333333,0.029953917050691243,0.13283208020050452,0.6046511627906974,0.14606741573033705,0.26086956521739135,4,1
39,0.28925619834710736,0.24666666666666665,0.21686746987951808,0.08128834355828221,0.10797342192691031,0.03819444444444444,0.18663594470046083,0.20609215346057397,0.4728682170542635,0.34269662921348315,0.3623188405797102,5,1
40,0.28925619834710736,0.24666666666666665,0.21686746987951808,0.08128834355828221,0.10797342192691031,0.03819444444444444,0.18663594470046083,0.20609215346057397,0.4728682170542635,0.34269662921348315,0.3623188405797102,5,1
41,0.4132231404958677,0.3533333333333333,0.18072289156626506,0.03374233128834356,0.13122923588039867,0.05555555555555555,0.09216589861751152,0.20223636013109925,0.4186046511627901,0.16292134831460675,0.18840579710144945,4,1
42,0.30578512396694213,0.2733333333333333,0.12048192771084339,0.03067484662576687,0.5365448504983389,0.024305555555555552,0.018433179723502304,0.18681318681318615,0.37984496124030986,0.38202247191011235,0.3623188405797102,6,1
43,0.3553719008264462,0.38666666666666666,0.13253012048192772,0.024539877300613498,0.09966777408637875,0.027777777777777776,0.03917050691244239,0.18681318681318615,0.44961240310077466,0.550561797752809,0.3333333333333335,5,1
44,0.2479338842975206,0.3933333333333333,0.012048192771084338,0.018404907975460124,0.0681063122923588,0.01388888888888889,0.011520737327188942,0.17524580682475488,0.5891472868217051,0.16853932584269665,0.21739130434782616,5,1
45,0.06611570247933879,0.29333333333333333,0.09036144578313253,0.023006134969325156,0.07475083056478406,0.024305555555555552,0.1359447004608295,0.1212647002120697,0.9147286821705425,0.1910112359550562,0.7391304347826086,4,1
46,0.3223140495867768,0.57,0.25903614457831325,0.024539877300613498,0.1744186046511628,0.07291666666666666,0.24884792626728108,0.19066898014266442,0.4108527131782944,0.28651685393258425,0.17391304347826075,5,1
47,0.4049586776859503,0.13999999999999996,0.31325301204819284,0.015337423312883437,0.17275747508305647,0.03819444444444444,0.07142857142857144,0.1887410834779253,0.4108527131782944,0.20224719101123595,0.21739130434782616,5,1
48,0.2148760330578512,0.21333333333333332,0.1385542168674699,0.015337423312883437,0.09468438538205981,0.01388888888888889,0.013824884792626727,0.16753422016579833,0.4806201550387592,0.1910112359550562,0.17391304347826075,5,1
49,0.14876033057851235,0.15333333333333332,0.22289156626506026,0.012269938650306747,0.10797342192691031,0.03819444444444444,0.2073732718894009,0.15982263350684178,0.46511627906976694,0.20224719101123595,0.17391304347826075,5,1
50,0.4132231404958677,0.38666666666666666,0.15662650602409642,0.01687116564417178,0.10797342192691031,0.010416666666666666,0.03917050691244239,0.19259687680740356,0.33333333333333304,0.29213483146067415,0.17391304347826075,5,1
51,0.23140495867768585,0.29333333333333333,0.024096385542168676,0.024539877300613498,0.09966777408637875,0.024305555555555552,0.020737327188940096,0.1636784268363236,0.527131782945736,0.2303370786516854,0.2028985507246377,6,1
52,0.23140495867768585,0.27999999999999997,0.024096385542168676,0.023006134969325156,0.09800664451827243,0.017361111111111112,0.018433179723502304,0.16175053017158447,0.5193798449612403,0.2359550561797753,0.2028985507246377,6,1
53,0.39669421487603296,0.19999999999999996,0.21686746987951808,0.03680981595092024,0.11960132890365448,0.10069444444444443,0.26036866359447003,0.19066898014266442,0.3720930232558137,0.1910112359550562,0.2028985507246377,5,1
54,0.31404958677685946,0.2866666666666666,0.09036144578313253,0.03374233128834356,0.16777408637873753,0.1111111111111111,0.1543778801843318,0.16175053017158447,0.3488372093023253,0.2303370786516854,0.3188405797101448,6,1
55,0.3223140495867768,0.36,0.024096385542168676,0.04907975460122699,0.12458471760797342,0.08333333333333333,0.08986175115207373,0.20609215346057397,0.4806201550387592,0.17415730337078655,0.21739130434782616,5,1
56,0.5289256198347106,0.22666666666666663,0.3433734939759036,0.04294478527607362,0.10132890365448506,0.010416666666666666,0.009216589861751154,0.19259687680740356,0.24806201550387552,0.2303370786516854,0.2318840579710144,5,1
57,0.30578512396694213,0.36666666666666664,0.07228915662650602,0.06901840490797545,0.16943521594684385,0.1701388888888889,0.23963133640552997,0.21573163678426965,0.4186046511627901,0.30898876404494385,0.2028985507246377,5,1
58,0.3305785123966941,0.33999999999999997,0.10843373493975904,0.02607361963190184,0.11129568106312292,0.05555555555555555,0.11059907834101383,0.2003084634663601,0.5503875968992249,0.20786516853932585,0.28985507246376807,5,1
